College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Teerthanker Mahaveer University,Co-Ed,140 Acres,11238,616,2008,,,B.Tech Computer Science and Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Banks Facilities",Bagadpur,Uttar Pradesh,India,Private,752251.3157894737
Rajkiya Engineering College,Co-Ed,,729,26,2010,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Sikraura,Uttar Pradesh,India,Public/Government,227000.0
St Thomas College of Engineering and Technology,Co-Ed,6 Acres,1054,58,2000,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Kolkata,West Bengal,India,Private,387000.0
Bangalore College of Engineering and Technology,Co-Ed,,123,48,2000,,"Visvesvaraya Technological University, Belagavi",,"Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Bengaluru,Karnataka,India,Private,273333.3333333333
Sphoorthy Engineering College,Co-Ed,10 Acres,2631,175,2004,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Nadergul,Telangana,India,Private,133507.14285714287
Dr KN Modi University,Co-Ed,45 Acres,1726,94,2010,,,"B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, Laboratories, Convenience Store, Banks Facilities",Tonk,Rajasthan,India,Private,180170.73170731709
University College of Engineering and Technology,Co-Ed,,1099,55,2007,,"Rajasthan Technical University, Kota","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Banks Facilities",Bikaner,Rajasthan,India,Public/Government,245571.42857142858
University of Mysore,Co-Ed,739 Acres,4974,232,1916,3.47,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Swimming Pool, Convenience Store, Alumni Associations, Banks Facilities",Mysuru,Karnataka,India,Public/Government,79421.53846153847
Maturi Venkata Subba Rao Engineering College,Co-Ed,19 Acres,3843,239,1981,,"Osmania University, Hyderabad",,"Boys Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Hyderabad,Telangana,India,Private,277090.9090909091
Nitra Technical Campus,Co-Ed,50 Acres,403,26,2012,,"Dr APJ Abdul Kalam Technical University, Lucknow",B.Tech Computer Science and Engineering,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Ghaziabad,Uttar Pradesh,India,Public/Government,358000.0
KLE Dr MS Sheshgiri College of Engineering and Technology,Co-Ed,,2722,159,1979,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Belagavi,Karnataka,India,Private,262153.8461538461
Technocrats Institute of Technology,Co-Ed,,3863,254,1999,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Bhopal,Madhya Pradesh,India,Private,216466.66666666666
MES College of Engineering,Co-Ed,34 Acres,,209,1994,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Malappuram,Kerala,India,Private,237812.5
Guru Nanak Institute of Technology,Co-Ed,7 Acres,2532,131,2003,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Kolkata,West Bengal,India,Private,234727.27272727274
Delhi Institute of Tool Engineering,Co-Ed,,1048,30,2007,,"Guru Gobind Singh Indraprastha University, Delhi",,"Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories",New Delhi,Delhi,India,Public/Government,156000.0
Vivekanand Education Society's Institute of Technology,Co-Ed,,3138,126,1984,,"University of Mumbai, Mumbai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500.00000000006
TKR College of Engineering and Technology,Co-Ed,20 Acres,3207,358,2002,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Hyderabad,Telangana,India,Private,133766.66666666666
Sapthagiri College of Engineering,Co-Ed,6 Acres,2742,153,2001,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Myadarahalli,Karnataka,India,Private,164888.88888888888
Dr S and SS Ghandhy Government Engineering College,Co-Ed,,1374,50,2004,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Surat,Gujarat,India,Public/Government,8907.142857142857
Bipin Tripathi Kumaon Institute of Technology,Co-Ed,155 Acres,1399,35,1991,,"Uttarakhand Technical University, Dehradun","B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Cafeteria, Medical/Hospital, Wifi, Guest Room, Banks Facilities",Hulank Talli Mirai,Uttarakhand,India,Public/Government,242363.63636363635
DAV Institute of Engineering and Technology,Co-Ed,18 Acres,1945,94,2001,3.07,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Jalandhar,Punjab,India,Private,245100.0
Institute of Engineering and Technology,Co-Ed,,,53,1996,,"Devi Ahilya Vishwavidyalaya, Indore",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility, Banks Facilities",Indore,Madhya Pradesh,India,Private,170000.0
Government College of Engineering,Co-Ed,,1590,76,1986,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Kannur,Kerala,India,Public/Government,24000.0
Calcutta Institute of Technology,Co-Ed,33 Acres,476,91,2004,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room, Banks Facilities",Howrah,West Bengal,India,Private,236600.0
Dr SS Bhatnagar University Institute of Chemical Engineering and Technology,Co-Ed,,,27,1958,,"Panjab University, Chandigarh",,"Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Chandigarh,Chandigarh,India,Public/Government,94927.5
PSNA College of Engineering and Technology,Co-Ed,,5694,439,1984,3.17,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Dindigul,Tamil Nadu,India,Private,268333.3333333333
Inderprastha Engineering College,Co-Ed,8 Acres,3174,198,2000,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Ghaziabad,Uttar Pradesh,India,Private,386555.55555555556
Defence Institute of Advanced Technology,Co-Ed,,681,38,1952,2.86,,,"Girls Hostel, Gym, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Guest Room",Pune,Maharashtra,India,Public/Government,102833.33333333333
SNDT Womens University,Female,54 Acres,1266,297,1916,3.08,,"B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Convenience Store, Banks Facilities",Mumbai,Maharashtra,India,Public/Government,80760.77922077922
College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,,Facilities,City,State,Country,College Type,Average Fees
Yashwantrao Chavan Maharashtra Open University,Co-Ed,,574504,31,1989,,,B.Tech Mechanical Engineering,"Library, Sports, Alumni Associations",Nashik,Maharashtra,India,Public/Government,97677.5
RV College of Architecture,Co-Ed,,382,21,1992,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Bengaluru,Karnataka,India,Private,172500.0
Government College of Engineering,Co-Ed,55 Acres,1972,52,1981,,"Anna University, Chennai","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Tirunelveli,Tamil Nadu,India,Public/Government,25353.333333333332
PSG Institute of Technology and Applied Research,Co-Ed,,1302,90,2014,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Coimbatore,Tamil Nadu,India,Private,318000.0
Malnad College of Engineering,Co-Ed,41 Acres,2813,170,1960,2.53,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Banks Facilities",Hassan,Karnataka,India,Private,149266.66666666666
Government College of Engineering,Co-Ed,19 Acres,1640,47,1996,,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Parking Facility, Guest Room",Jalgaon,Maharashtra,India,Public/Government,276333.3333333333
Rungta College of Engineering and Technology,Co-Ed,82 Acres,2594,307,1999,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Bhilai,Chhattisgarh,India,Private,205807.61904761905
NSS College of Engineering,Co-Ed,125 Acres,2540,139,1960,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Palakkad,Kerala,India,Private,47130.0
Indian Institute of Information Technology,Co-Ed,,359,12,2014,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure",Hamirpur,Himachal Pradesh,India,Private,788000.0
University Institute of Information Technology,Co-Ed,,563,7,2000,,"Himachal Pradesh University, Shimla","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Shimla,Himachal Pradesh,India,Public/Government,409857.14285714284
Hindusthan College of Engineering and Technology,Co-Ed,200 Acres,4809,343,2000,3.07,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Coimbatore,Tamil Nadu,India,Private,145833.33333333334
Ranchi University,Co-Ed,,7297,141,1960,,,"B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories, Parking Facility",Ranchi,Jharkhand,India,Public/Government,99484.17721518988
